7766:76,650,1208,1089,2614,20084,6624,82919,58603,18230
7787:17,616,8,654,302,518,58,76,542,84
7813:596,1155,17,616,58,654,8,302,518,542
7818:356,5575,891,616,17,302,58,654,8,542
7823:28541,508,76,17,2275,564,1023,5567,378,719
7825:17,70,508,1023,226,354,8,76,302,58
7833:17,84,302,8,899,654,616,518,245,301
7841:224,1039,654,302,58,8,542,15,518,61
7844:2427,302,654,616,58,84,8,1102,518,29
7850:869,17,508,15,1023,8,654,7006,70,518
7863:559,17,616,58,302,654,542,518,15,8
7869:8258,2303,81362,22646,25398,42150,103304,38716,9462,68156
7888:11,709,54038,17,58,654,542,518,76,861
7889:226,81,70,17,508,698,564,76,302,616
7894:63428,17,8,616,654,564,518,542,58,76
7903:17,302,654,76,616,58,8,866,84,29
7915:238,17,616,302,58,542,564,15,84,61
7921:10503,81,8454,5767,731,17,25114,81699,32648,43783
7945:168,463,5480,661,5557,2153,1400,2642,9417,135
7946:8213,1217,2897,17,616,654,58,302,518,15
7949:119,559,17,616,518,8,787,245,542,61
7951:58,616,84,8,518,542,29,76,15,322
7958:669,17,302,654,76,616,58,8,866,84
7962:8,61,564,32,29,650,289,2272,245,554
7964:17,302,76,616,8,654,650,58,542,32
7967:565,453,45974,56568,3737,26531,17,302,654,76
7969:17,302,654,58,616,76,29,84,8,361
7975:709,302,654,616,58,84,76,8,29,650
7976:17,302,654,76,616,58,8,866,84,29
7977:591,866,302,654,84,354,58,29,616,76
7981:10611,3378,17,302,654,76,616,58,8,866
7990:17,616,8,58,654,302,564,364,76,518
8002:441,245,2028,3506,4513,16036,4268,3618,1744,508
8008:3176,17,302,654,76,616,58,8,866,84
8009:17,58,302,654,8,518,861,542,76,564
8023:1382,17,245,15,518,1405,103,654,542,8
8032:17,1382,70,8,302,616,518,58,84,564
8036:17,302,654,76,616,58,8,866,84,29
8054:873,46215,17,616,8,564,508,58,654,302
8065:58,8276,542,650,61,518,32,787,363,861
8068:24655,21640,41385,10048,11358,24885,538,8102,23622,5053
8069:1372,3506,3207,970,947,245,899,4487,302,654
8081:709,302,58,616,84,76,29,354,8,138
8090:296,29709,58,84,616,354,8,518,650,15
8097:5567,542,402,2302,378,1435,17,1936,4249,873
8103:4568,3509,48159,65416,19603,13950,29263,3107,1352,189
8104:8300,17,302,654,76,616,58,8,866,84
8130:17,8,518,302,1102,654,65,616,58,245
8134:1913,2848,17,302,654,76,616,58,8,866
8137:559,4880,25164,14202,58,542,29,15,564,101
8141:17,564,76,616,508,8,518,58,302,84
8144:17,564,302,654,616,168,58,650,8,226
8150:65,1958,17,302,8,15,518,84,650,61
8159:17,616,8,302,15,65,542,518,508,654
8161:17,302,654,76,616,58,8,866,84,29
8163:2930,17,654,302,76,58,616,354,29,84
8184:81,17,780,302,654,58,616,500,8,70
8186:654,518,616,58,101,29,354,138,736,76
8200:302,654,84,58,616,29,8,1102,301,76
8206:1598,616,1305,262,15459,61,787,15,402,8
8217:1786,17,58,654,302,15,8,542,518,861
8224:814,2982,7624,96654,17,616,302,654,542,58
8225:774,4487,947,245,899,48,17,10046,2824,1187
8227:4798,1267,245,2302,2955,8,94,131,518,103
8229:14129,17,616,302,58,542,8,518,84,29
8245:76,17,302,654,76,616,58,8,866,84
8263:8476,17,302,654,76,616,58,8,866,84
8264:542,545,986,511,289,14147,1578,568,8746,5286
8270:1109,10682,24676,17,302,654,58,616,84,363
8276:17,58,616,84,650,15,542,1102,8,518
8285:302,616,58,518,8,15,84,6,902,17
8286:20765,5121,17,302,654,58,616,29,76,650
8287:10834,6733,39436,23950,545,14597,6468,68034,6097,40
8290:116,17,302,654,29,84,58,354,70,8
8310:6224,44227,4341,431,108999,120656,19100,911,26656,36658
8314:17,302,654,76,616,58,8,866,84,29
8325:302,654,17,58,616,29,650,1196,162,15
8326:302,654,616,58,76,84,8,29,354,518
8334:17,654,58,616,302,15,29,8,542,84
8336:17,302,654,76,616,58,8,866,84,29
8343:654,616,302,58,8,518,542,84,650,508
8347:616,29,8,650,518,354,101,861,76,542
8352:709,29709,11626,17,616,58,654,564,302,76
8368:17,616,302,654,84,29,542,518,15,8
8380:336,168,17,9417,6097,2548,752,1326,14754,719
8396:97,116,43789,17,302,58,616,15,8,542
8401:302,654,58,84,616,354,361,1102,76,8
8406:699,17,616,654,58,8,518,542,101,15
8411:302,654,84,58,616,8,29,1102,354,76
8413:17,302,409,15,616,58,542,32,650,8
8435:3913,17,302,654,76,616,58,8,866,84
8449:27322,61822,2880,1712,3172,12990,23191,4825,76,4568
8450:17,302,654,76,616,58,8,866,84,29
8476:8730,302,58,654,17,29,32,616,787,1245
8477:22,17,616,508,654,302,8,518,58,15
8491:2850,17,302,654,76,616,58,8,866,84
8499:12117,17,8,564,245,508,654,616,518,61
8500:4455,81,226,508,3423,5767,140,780,1749,238
8510:518,61,302,245,616,65,17,654,402,15
8513:11,30316,7145,17,616,245,8,15,542,564
8517:57092,25041,1930,1410,118530,508,8213,117399,31128,11164
8530:2317,99733,302,58,17,654,542,84,76,650
8531:58,302,8,542,564,15,101,29,76,322
8534:398,4941,17,302,654,76,616,58,8,866
8536:17,616,8,654,542,58,245,518,15,508
8537:1568,14202,17,58,616,518,654,8,302,84
8552:811,17,302,654,76,616,58,8,866,84
8569:1527,1352,10041,4825,1712,6434,1206,4568,11725,8848
8578:106,17,302,654,76,616,58,8,866,84
8581:302,17,654,564,616,650,8,236,76,58
8582:1567,3250,17164,8,542,1102,650,518,15,101
8600:17,302,65,8,84,654,616,873,70,58
8603:25937,8660,33884,66525,17,947,1023,1412,21894,70
8635:17,866,302,654,58,616,76,29,84,354
8636:17,302,654,616,138,58,84,650,564,8
8637:866,17,302,654,76,616,58,8,866,84
8644:568,1332,20984,1240,17,58,616,542,564,302
8651:302,2162,84,654,354,616,875,8,736,70
8660:1119,3476,17,58,616,84,15,542,518,650
8670:81,780,58,654,17,650,17,302,654,76
8681:699,8683,302,654,84,518,8,542,61,564
8692:70,17,1023,508,1535,780,616,5767,542,76
8711:16970,17,302,654,76,616,58,8,866,84
8717:81,17,302,654,76,616,58,8,866,84
8718:984,8860,5480,1400,1326,1147,2103,8733,1230,5738
8719:654,616,58,84,29,8,354,564,138,518
8735:3244,29,10047,654,289,162,4174,24698,1102,322
8736:6491,17,500,6127,508,76,616,8,245,58
8746:65,302,616,58,542,8,518,61,650,564
8747:302,654,58,84,616,354,29,138,8,1102
8755:17,302,654,76,616,58,8,866,84,29
8760:38295,17,616,302,654,58,8,650,518,15
8765:9075,17,302,654,76,616,58,8,866,84
8768:18892,262,698,238,39619,5726,226,19089,500,33223
8771:65,7446,17,8,302,654,58,542,101,354
8774:699,58,1382,2266,6837,8483,61,29,493,65
8782:5557,168,1400,8860,18240,8733,463,719,5480,2153
8788:97,116,5753,8276,46756,25946,58,542,8,518
8789:17,8,616,518,76,245,15,302,564,58
8790:675,398,11563,3471,1344,17567,5522,45956,2766,247
8802:8870,302,654,616,8,29,518,354,650,301
8810:709,17,616,8,654,302,873,15,508,378
8812:687,226,780,140,1749,2967,17,508,262,986
8822:8725,17,302,654,76,616,58,8,866,84
8825:1455,9342,17164,22142,302,654,616,58,8,84
8844:17,302,654,76,616,58,8,866,84,29
8850:4755,3107,1527,2880,10041,1712,12990,3172,6434,378
8852:17,70,302,616,76,654,58,81,138,84
8862:17,8,84,245,654,518,616,302,65,736
8863:2816,302,654,58,8,518,542,564,101,15
8868:17,8,302,654,616,518,58,1102,736,354
8870:17,58,616,29,8,518,354,138,736,76
8872:65,861,17,616,542,58,654,518,15,8
8877:94,9943,14202,24429,17,616,654,15,58,302
8889:17,8,508,84,302,76,70,58,650,354
8890:17,226,302,654,138,84,76,616,354,58
8900:1403,302,654,58,616,84,8,29,650,76
8906:77859,17,654,616,302,1023,58,8,1535,84
8912:17,654,302,138,616,84,76,8,58,1462
8913:5111,2548,840,10230,157,10997,8934,15772,5627,226
8915:65,119,1287,17,654,302,58,518,1102,542
8916:302,17,542,654,8,616,508,650,1804,58
8920:81,5767,780,17,731,262,70,76,238,354
8924:13170,17,302,76,616,654,58,61,8,15
8931:1196,302,616,58,518,654,542,8,84,62
8935:55062,8,616,654,518,542,15,61,58,94
8936:17,302,654,76,616,58,8,866,84,29
8958:654,302,616,58,84,8,542,15,29,650
8984:9725,17,302,654,76,616,58,8,866,84
9000:17,302,616,8,29,518,542,1102,15,76
9001:4797,47366,16127,1951,6417,769,94,1905,47411,8898
9013:15766,17,285,58,654,616,29,302,289,1196
9024:650,17,616,302,654,58,542,564,32,861
9079:17,654,616,61,542,58,302,1535,15,322
9085:17,654,616,84,354,58,518,8,564,76
9096:27344,1455,2880,1712,12990,6266,378,7831,4568,20806
9098:2614,76,698,564,17,1405,124,654,364,542
9106:302,654,616,84,58,8,518,76,29,354
9111:62,194,356,398,1109,407,4374,116,15676,10046
9122:17,302,58,29,84,8,861,542,650,76
9128:1162,6809,58,654,616,542,15,8,61,84
9135:654,17,302,4203,3448,564,84,650,58,542
9141:3107,1352,2880,1527,1712,5624,189,8848,7831,7880
9152:119,5567,616,654,518,15,542,61,8,302
9155:17,58,654,302,542,8,15,564,61,650
9157:112933,17,302,654,76,616,58,8,866,84
9158:40,4292,4357,1471,17,3717,119,8384,2139,11
9159:245,353,17,616,15,302,654,61,518,32
9160:189,10041,1527,3107,2880,3172,1712,4825,6434,378
9161:22781,984,8860,1400,661,719,1326,5557,1740,760
9171:65,511,749,654,58,616,84,29,8,354
9173:302,654,518,616,8,84,58,76,245,15
9200:52378,3787,4621,14671,27781,45041,30734,14628,16407,322
9224:17,1382,5567,508,302,70,1023,8,65,654
9225:71228,311,14259,2543,1011,9435,4625,8867,12861,379
9233:15373,42657,18708,21795,21029,1930,17,302,654,76
9236:17,245,61,8,564,15,103,616,518,2200
9237:65,1362,1874,6873,48110,15,542,29,1196,61
9238:302,654,616,58,84,8,29,650,518,76
9245:302,29,1476,1362,239,1866,2868,5542,923,6541
9249:17,518,1405,8,84,616,58,245,5567,654
9256:46215,19899,302,654,8,616,58,518,1102,354
9276:4589,17,616,58,302,654,650,285,76,8
9288:302,654,616,58,76,8,518,15,542,84
9290:8322,24933,13077,30815,17,17,302,654,76,616
9291:230,14202,616,542,302,58,15,8,61,654
9310:17,616,302,58,654,8,15,542,861,564
9312:654,616,302,15,58,518,542,8,245,32
9313:65,17,616,542,8,58,564,787,518,654
9331:17,302,654,76,616,58,8,866,84,29
9333:17,302,654,76,616,58,8,866,84,29
9350:17,654,302,616,58,8,84,650,736,518
9357:17,302,654,76,616,58,8,866,84,29
9359:302,616,654,58,518,8,542,564,84,15
9364:5389,17,616,542,654,58,15,61,302,518
9368:17,302,654,76,616,58,8,866,84,29
9369:168,719,4792,4877,2632,2677,984,1621,574,8860
9371:302,654,616,518,58,29,736,76,301,138
9381:1913,31633,22507,5214,62347,26519,22856,19319,48061,19376
9389:17,302,654,76,616,58,8,866,84,29
9394:65,654,58,616,84,8,29,76,518,542
9400:17,58,302,542,861,15,29,8,84,76
9402:9815,17,302,654,76,616,58,8,866,84
9420:5017,18867,302,654,616,58,84,542,8,15
9431:14259,42989,4671,311,7468,17,542,9435,1119,12861
9432:17,302,654,8,616,58,518,354,29,736
9433:16952,17,302,654,76,616,58,8,866,84
9437:53318,76,10048,15278,74239,3746,41385,40,11358,14524
9442:780,140,1749,262,226,17,5767,1888,6108,1535
9443:302,654,58,8,518,84,76,542,650,564
9451:302,58,616,84,29,8,518,354,1102,76
9473:22777,4755,17,1352,226,10041,76,564,302,508
9474:5078,17,302,654,76,616,58,8,866,84
9486:17,302,654,76,616,58,8,866,84,29
9487:483,3476,8105,17,654,302,616,58,84,518
9489:3632,17,654,616,58,84,29,518,650,76
9494:840,2548,4755,508,157,931,564,245,3196,5111
9498:4926,17,302,654,76,616,58,8,866,84
9499:64290,17,616,654,58,302,542,61,564,289
9500:17,616,76,654,302,58,542,736,8,518
9507:53415,17,58,616,564,8,518,650,302,15
9514:9961,17,302,654,76,616,58,8,866,84
9525:518,17,616,8,302,654,84,245,1187,76
9528:542,17,353,245,616,58,654,302,354,8
9531:262,17,302,654,76,616,58,8,866,84
9535:124,698,616,11629,238,1535,354,1023,36210,787
9538:709,3404,53001,17,58,302,654,542,518,650
9541:29477,17,302,654,76,616,58,8,866,84
9553:16056,108638,2254,2579,546,873,111574,7240,1205,3901
9568:9435,7622,1547,2543,4625,12861,311,1011,8759,7334
9570:17,302,616,76,564,518,84,542,736,508
9571:11626,5731,1109,3280,5084,36268,3661,16255,33632,66423
9573:10048,4,698,13555,23622,11358,5613,8102,41385,3746
9576:10038,17,302,654,76,616,58,8,866,84
9580:63579,17,616,302,58,564,518,654,542,238
9590:17,302,58,542,518,61,650,787,1196,245
9593:1348,302,654,616,58,8,542,84,76,518
9606:5254,508,1126,931,5567,2200,1023,1405,1382,564
9612:322,3431,559,1958,302,58,616,518,8,15
9613:17,616,654,76,650,302,70,542,15,518
9614:18639,17,302,654,76,616,58,8,866,84
9630:14498,984,8860,5480,719,661,10267,1400,801,5557
9665:84,378,17,58,29,8,650,518,542,736
9666:398,11644,11588,32850,16624,73971,552,34879,60218,52322
9668:9289,17,302,616,654,58,8,564,76,29
9680:17,302,654,616,58,29,650,542,84,8
9685:17,616,654,58,518,302,542,8,356,61
9693:17,616,654,58,302,15,564,542,518,61
9694:76,1023,302,17,70,84,301,354,117,654
9696:924,17,302,654,76,616,58,8,866,84
9711:17,302,654,76,616,58,8,866,84,29
9722:8651,3632,46215,17,15,61,654,616,245,542
9727:39860,17,616,302,654,58,542,650,76,8
9742:1348,17,302,76,616,654,116,58,236,8
9745:4563,17,654,58,84,518,542,15,861,61
9752:8066,17,302,654,76,616,58,8,866,84
9753:15242,17,1119,245,84,302,4420,891,354,654
9755:17,654,58,616,29,650,8,76,84,542
9757:59623,301,21879,23599,48361,3966,17,84,302,70
9786:302,654,84,58,616,354,76,29,361,8
9808:17,616,15,654,542,32,302,61,8,564
9810:5253,9448,15937,36443,2744,65938,30223,17,1122,89721
9812:7760,302,58,84,616,29,8,354,1102,518
9813:65,18532,17,245,542,8,564,103,616,1987
9818:17,17,302,654,76,616,58,8,866,84
9820:422,4268,245,61,518,94,17,2233,15,2955
9824:4513,3618,1002,1340,4421,1256,4194,6315,13881,16036
9827:17,131,245,518,616,302,654,542,564,8
9831:984,168,8860,5480,719,8733,574,135,463,5738
9834:65,17,616,302,654,58,8,542,76,15
9837:654,17,616,29,84,1102,542,76,650,518
9839:81,698,1344,1023,70,901,17,564,654,616
9840:11991,8989,4487,4268,10365,353,94,1410,1262,354
9864:15,3,190,9387,654,17,58,29,616,84
9879:1945,17,1276,101,873,3017,2121,1549,3484,1208
9890:116,3476,1240,17,302,654,58,8,84,542
9891:654,58,616,29,8,354,518,76,736,138
9892:17,8,654,15,245,61,616,103,58,542
9896:1827,245,17,518,8,61,542,1987,616,947
9899:302,866,654,84,354,58,29,616,76,8
9900:1348,46215,17,616,654,302,518,542,564,84
9911:17,302,654,76,616,58,8,866,84,29
9926:302,654,84,58,8,518,29,650,354,542
9927:356,518,61,564,32,650,119,1511,787,508
9929:302,654,616,58,8,84,76,518,29,354
9944:56364,49920,1164,4462,17,302,654,76,616,58
9945:18287,17,17376,354,7334,866,7146,302,84,899
9946:17,302,654,76,616,58,8,866,84,29
9961:119109,17,302,654,76,616,58,8,866,84
9984:45073,74617,96683,53847,12550,3,4102,1544,15,75286
10030:363,616,654,302,15,542,518,8,32,84
10040:168,984,1326,5480,2318,1460,8860,801,5557,760
10050:17,302,8,616,654,76,84,58,542,518
10051:409,35144,56594,17,48,2162,1187,6450,875,899
10073:17,1140,650,302,616,58,654,356,10012,1023
10078:16996,17,302,654,76,616,58,8,866,84
10082:302,654,616,58,84,8,518,542,76,245
10084:17,302,654,76,616,58,8,866,84,29
10086:17,302,29,654,564,15,61,518,17,302
10088:22059,81719,28632,25368,40142,31342,16501,74730,21483,35579
10090:890,2139,40,17,56166,4880,8897,22498,15238,70959
10110:302,654,616,58,84,8,518,542,76,650
10111:245,17,542,15,32,616,65,1987,61,8
10115:17,302,654,76,616,58,8,866,84,29
10117:17,302,654,616,542,58,8,518,61,650
10130:17,70,302,508,84,8,1382,518,654,616
10132:616,17,302,58,542,5567,787,15,65,654
10133:17,302,654,76,616,58,8,866,84,29
10136:9722,17,302,564,616,654,58,650,8,736
10140:402,26316,27583,58,1550,302,17,654,430,155
10148:14498,984,719,8860,5480,1326,574,801,1400,1081
10155:1410,103,356,8213,5303,5582,17,616,8,518
10156:2715,1460,76,1326,17,302,654,76,616,58
10194:17615,302,654,8,616,58,354,29,736,301
10196:302,58,616,8,15,29,84,542,518,354
10200:2403,1524,970,3506,4487,245,947,17,899,48
10210:17,5567,302,226,70,508,76,1023,1451,1050
10233:17,302,654,76,616,58,8,866,84,29
10235:3282,3060,6320,84220,100832,10882,60256,11847,54356,83921
10236:17,302,654,76,616,58,8,866,84,29
10237:7624,17,302,654,8,58,616,518,354,29
10249:17,302,654,76,616,58,8,866,84,29
10254:285,654,17,302,58,616,29,542,84,6
10267:616,29,354,8,518,76,736,650,101,564
10275:6129,17,302,654,76,616,58,8,866,84
10276:454,302,616,58,654,542,564,650,518,861
10279:1550,616,17,654,58,302,861,8,542,1196
10302:285,239,486,2030,495,1937,3234,726,2369,1866
10303:17,302,654,76,616,58,8,866,84,29
10304:17,302,654,76,616,58,8,866,84,29
10306:3476,2059,16811,46215,17,616,654,15,32,518
10313:3824,5928,3233,616,302,58,245,17,901,296
10317:30634,302,654,84,58,616,8,518,1102,29
10335:17,302,654,76,616,58,8,866,84,29
10339:119,559,875,9617,654,616,58,518,15,542
10342:119,559,17431,17,616,654,302,15,61,101
10346:17,302,654,76,616,58,8,866,84,29
10359:302,654,58,84,616,354,1102,8,650,285
10364:17,542,616,8,1196,32,902,654,364,564
10366:58,654,15,61,564,787,650,861,84,1196
10371:76,17,616,564,2139,40,58,654,302,508
10377:654,17,302,58,616,101,84,8,518,650
10378:17,302,654,76,616,58,8,866,84,29
10387:17,302,654,76,616,58,8,866,84,29
10388:354,568,5048,819,17,616,654,58,302,15
10392:17,302,654,76,616,58,8,866,84,29
10408:840,10541,2548,14793,27070,5111,5627,8069,197,27094
10420:17,654,58,302,84,8,15,29,650,76
10427:3039,59380,17,302,654,76,616,58,8,866
10439:84,29,8,354,518,76,650,301,138,564
10445:17,518,84,302,616,654,58,508,564,787
10454:17,616,70,124,654,15,58,245,518,364
10471:1405,17,302,654,58,616,8,518,101,29
10478:17,5254,58,302,616,542,15,518,84,8
10479:17,302,654,76,616,58,8,866,84,29
10480:58,17,654,302,542,518,15,8,650,76
10488:302,654,616,58,84,8,29,518,301,1102
10502:110086,49575,56913,42323,53201,54828,34096,82998,41101,22678
10513:124,17,8,84,654,902,518,58,302,616
10523:441,508,1002,3506,4513,3618,1744,1205,1065,13016
10543:245,2715,17,1744,353,4268,441,1410,2548,302
10554:2092,17,302,654,76,616,58,8,866,84
10563:378,899,302,84,654,1119,354,518,8,616
10564:311,2829,2675,8066,302,654,58,616,84,8
10570:303,8109,17,58,616,29,84,650,542,76
10573:533,17,302,654,76,616,58,8,866,84
10580:17,302,58,654,8,616,84,564,76,354
10636:236,302,654,616,84,29,8,354,1102,76
10655:17,302,654,84,301,616,58,8,1102,518
10691:17,542,616,15,364,58,61,654,103,518
10693:17,654,302,84,8,564,76,518,29,861
10698:302,654,17,58,650,29,861,15,8,542
10707:10682,17,302,654,76,616,58,8,866,84
10710:449,10012,58,616,8,518,76,70,650,94
10726:69494,22655,17,302,654,76,616,58,8,866
10747:17,302,654,76,616,58,8,866,84,29
10758:65,17,302,8,58,654,616,542,518,76
10770:311,11855,2215,2543,7622,4625,8867,22643,1011,7088
10779:29,17,302,654,76,616,58,8,866,84
10794:616,302,17,654,58,861,650,8,84,542
10801:76,17,564,616,698,58,302,2414,654,8
10807:157,2387,58829,18143,17,1119,947,8151,245,518
10820:38085,45368,96651,64104,5245,48277,48286,36039,66760,64788
10842:17,302,654,76,616,58,8,866,84,29
10843:559,17,302,58,654,616,15,542,61,518
10844:1462,70,76,17,138,542,302,508,654,1023
10845:10770,5545,13667,14117,3672,9289,17185,62962,25662,1495
10854:13566,78928,54897,51617,16689,23368,41850,75779,51729,52282
10858:530,17,616,302,542,654,58,518,61,8
10871:17,58,302,654,616,45,29,8,542,650
10892:17,302,654,76,616,58,8,866,84,29
10905:11717,17,302,654,76,616,58,8,866,84
10908:17,518,84,616,508,302,654,58,787,542
10913:19442,22926,12869,20118,12306,46072,27944,58232,1347,35378
10920:1476,22606,616,518,61,58,654,8,302,564
10955:48,17,1187,2162,875,302,84,70,654,245
10956:544,302,84,654,518,616,58,1102,29,76
10968:616,17,654,302,58,542,564,8,650,518
10991:81,17,616,70,2139,508,76,542,302,564
10999:11122,17,654,616,58,518,84,542,564,76
11000:4616,780,5767,262,8588,3423,3516,8511,731,550
11022:244,302,616,654,58,8,518,84,15,542
11034:17,654,58,29,84,8,76,564,518,15
11037:11626,1011,4625,311,11855,203,3034,1337,862,20356
11047:17,1359,6243,17,302,654,76,616,58,8
11055:2703,17,302,654,76,616,58,8,866,84
11099:97,58,654,616,17,302,542,1196,61,650
11105:2789,559,952,302,654,518,8,616,354,301
11110:2139,76,17,8,508,302,564,698,226,500
11118:17,302,654,76,616,58,8,866,84,29
11132:245,17,710,4755,564,189,124,1002,441,2548
11134:18867,17,70,616,226,8,76,564,302,780
11135:65,17,616,654,302,58,518,8,15,564
11149:302,654,58,8,616,518,354,101,736,301
11150:5975,17316,1337,4040,14814,25145,214,7524,17,302
11193:17,429,76,49767,58,8,302,719,301,508
11211:17,302,654,76,616,58,8,866,84,29
11222:19544,96442,17,302,654,76,616,58,8,866
11228:441,1002,1256,4513,802,5122,827,1205,13,76
11240:17,302,654,76,616,58,8,866,84,29
11259:669,17,302,654,76,616,58,8,866,84
11264:17,654,58,616,29,650,84,542,8,6
11273:616,58,84,29,1102,101,650,15,301,76
11278:16105,302,17,654,58,616,29,76,650,8
11279:2405,35846,13926,19000,113529,52989,118856,17,302,654
11280:298,17,302,654,76,616,58,8,866,84
11287:302,654,616,8,58,518,1102,564,301,354
11332:17,302,654,76,616,58,8,866,84,29
11360:17,302,654,76,616,58,8,866,84,29
11363:17,866,302,654,70,58,616,76,354,84
11378:17,70,76,616,564,302,654,58,650,81
11388:190,901,16804,43418,51943,25652,654,616,861,1239
11394:518,1606,1405,1030,402,1126,1023,472,12776,931
11404:19963,17,616,654,58,302,542,518,76,8
11414:17,302,654,17,302,654,76,616,58,8
11418:6024,984,8860,1400,574,8733,135,2370,2103,5738
11419:1545,302,654,58,616,8,84,518,76,650
11426:21816,236,17,17,302,654,76,616,58,8
11427:17,302,654,76,616,58,8,866,84,29
11428:17,302,654,84,58,616,354,8,1102,542
11431:285,17,302,654,76,616,58,8,866,84
11437:1902,17,76,508,245,8,70,2139,698,564
11439:245,5117,65,17,8,2200,873,1382,119,353
11444:518,17,654,616,58,84,29,15,8,76
11458:483,4083,58,1196,3057,6346,616,1405,518,3223
11462:65,564,103,542,931,1126,131,245,1410,1987
11463:1405,8276,58,542,15,101,61,76,32,29
11484:34601,17,542,616,654,58,15,61,518,302
11507:17,616,654,302,58,542,650,8,518,15
11510:650,190,17,616,654,58,542,84,15,29
11511:2520,17,302,654,76,616,58,8,866,84
11525:2361,19963,302,17,654,58,616,650,285,84
11529:29,301,302,17,654,58,285,354,1476,138
11535:19963,302,654,616,58,8,84,518,76,29
11537:7478,17,302,654,76,616,58,8,866,84
11538:17,58,616,29,542,84,15,518,650,76
11540:19065,17,302,654,76,616,58,8,866,84
11552:302,654,58,616,84,29,8,518,1102,76
11554:1352,3107,10041,4825,1527,3172,189,378,17,2880
11558:17,1126,3704,245,1471,131,1405,947,65,103
11569:394,616,15,542,29,61,8,564,650,32
11584:17,302,654,8,542,564,650,518,861,15
11586:1405,119,55062,24467,17,616,8,654,58,542
11603:17,616,302,654,58,8,29,84,650,861
11606:25271,654,58,84,518,650,564,542,29,15
11614:17,302,654,76,616,58,8,866,84,29
11616:3231,14857,17,302,616,654,58,554,1196,101
11651:17,302,58,654,616,650,564,224,736,542
11657:17,84,20954,1058,43414,8975,76822,67309,36785,518
11660:17,84,58,616,354,8,650,138,76,518
11670:7029,17,302,654,650,182,58,616,8,76
11676:780,262,3137,5767,8511,16404,550,731,14174,2241
11685:17,616,654,302,58,518,508,542,564,650
11699:5403,17,302,654,76,616,58,8,866,84
11700:1568,302,654,58,616,84,76,8,29,1102
11716:2337,302,654,84,58,616,8,29,1102,354
11719:1455,17,302,616,654,1023,508,58,84,8
11723:5567,17,518,8,654,84,616,542,58,302
11738:17,1102,302,8,654,616,58,518,354,29
11749:81,654,17,780,3423,94,29,84,70,226
11775:17183,17,8,70,518,616,508,654,84,301
11781:119,8730,17,58,654,616,8,29,84,542
11788:76,17,901,2139,564,302,654,616,17,302
11795:2008,4510,10985,17,1410,2139,542,15,65,500
11799:10039,17,302,654,76,616,58,8,866,84
11818:17,58,616,654,84,787,302,322,518,17
11825:70,17,76,616,302,654,81,58,84,354
11835:17,58,29,616,84,1102,76,650,354,8
11836:17,302,654,76,616,58,8,866,84,29
11838:17,65699,33984,102944,72813,49645,83519,35973,53636,57210
11839:17,302,654,76,616,58,8,866,84,29
11843:50502,441,710,1002,17,302,654,76,616,58
11844:755,23356,51436,33681,79048,36220,2062,224,35313,42373
11847:54442,441,4513,500,8,84,1410,1508,1744,710
11851:17,302,654,76,616,58,8,866,84,29
11856:780,226,1888,7211,3819,2967,1535,500,4194,508
11863:17,302,654,76,616,58,8,866,84,29
11864:94,17,302,654,76,616,58,8,866,84
11865:17,302,616,58,542,15,518,84,70,650
11883:17,302,654,76,616,58,8,866,84,29
11884:17,302,654,76,616,58,8,866,84,29
11885:1002,4513,17,3506,1205,508,70,1256,76,1744
11892:76,1787,7011,2600,347,19637,3847,26985,4498,10937
11893:17,302,654,58,616,70,84,76,8,1102
11896:17,302,654,616,58,8,84,542,650,361
11910:1927,899,48,84,302,518,654,8,616,354
11913:761,17,302,654,58,616,84,70,354,29
11922:654,17,302,616,29,84,76,8,101,650
11928:17,616,58,302,654,224,650,8,518,62
11929:65,1220,3137,654,84,8,650,29,542,564
11939:17,8,616,302,564,58,76,654,70,84
11956:654,616,84,76,8,29,650,518,542,564
11962:40,81,17,76,262,564,2139,1730,238,302
11968:17,302,873,616,65,245,654,508,8,15
11972:17,65,302,58,8,76,84,650,70,564
11979:866,17,654,302,76,354,616,29,58,84
11983:1039,17,654,58,616,84,8,650,518,76
11988:15,1196,5753,302,654,616,58,518,542,8
11990:17,302,654,76,616,58,8,866,84,29
11996:8725,17,302,654,76,616,58,8,866,84
11999:7630,441,1744,827,1205,4513,245,3506,508,4444
12008:1508,17,616,58,15,654,302,542,1196,32
12010:55062,245,17,4268,8,1744,61,710,1987,508
12011:34099,17,616,302,58,654,542,650,564,76
12027:17,302,616,58,654,650,564,8,84,29
12028:1217,4578,2316,5465,654,84,8,650,542,518
12037:6759,302,17,616,654,15,29,61,322,84
12047:17,2139,508,616,518,787,1405,8,564,302
12050:53415,17,654,616,518,542,354,15,101,650
12067:4146,2528,12093,26437,28389,6117,24647,10302,4093,16658
12084:8730,17,654,15,861,29,518,564,650,8
12094:168,984,463,2632,1400,2642,4877,1230,5557,661
12130:17,302,654,76,616,58,8,866,84,29
12170:17,302,654,616,564,58,650,8,84,29
12199:790,17,302,654,76,616,58,8,866,84
12211:17,302,654,76,616,58,8,866,84,29
12213:17,302,654,76,616,58,8,866,84,29
12232:17,654,302,542,8,15,84,29,61,518
12234:65,17,654,302,8,616,518,58,32,15
12235:1240,17,302,58,29,616,84,542,1102,650
12237:17,302,654,76,616,58,8,866,84,29
